,Unnamed: 0,Link,Title,Estate_type,Province,District,Ward,Price,Square,Post_date,Describe,Numb_bedroom,Numb_toilet,Numb_floor
1915,1915,https://bds.com.vn/ban-nha-pho-trung-kinh-35m2-5-tang---trung-tam-quan-cau-giay---nha-dep-o-luon-p625987.html,"Bán Nhà Phố Trung Kính 35m2, 5 tầng - Trung Tâm Quận Cầu Giấy - Nhà Đẹp Ở Luôn",nhà riêng,Hà Nội,Quận Cầu Giấy,Phường Trung Hoà,6800000000.0,35.0,10/08/2024,"Bán Nhà Trung Tâm Quận Cầu Giấy - Cực HiếmBán Nhà Phố Trung Kính 35m2, 5 tầng - Trung Tâm Quận Cầu Giấy - Nhà Đẹp Ở Luôn
* Bạn đang tìm kiếm một không gian sống lý tưởng giữa lòng Hà Nội? * Đây chính là cơ hội dành cho bạn! Nhà tọa lạc tại ngõ 43 Trung Kính, kết nối nhanh chóng với ngõ 204 Trần Duy Hưng và đường Tú Mỡ. Ngõ rộng rãi, ô tô đỗ cửa, và lô góc 3 mặt thoáng mát, mang đến cảm giác thoải mái và thư thái ngay khi bước vào.---------------------------------------- Thiết kế hiện đại, mới tinh năm 2021 với 5 tầng đầy đủ tiện nghi:-* Tầng 1: Phòng khách sang trọng, bếp tiện nghi, WC.-*Tầng 2, 3: Phòng ngủ master với vệ sinh khép kín, không gian riêng tư tuyệt vời.-* Tầng 4: Hai phòng ngủ thoáng đãng và WC.-* Tầng 5: Phòng thờ và sân phơi lý tưởng.------------------------------------------ Xung quanh là những tiện ích phong phú: chợ dân sinh, trường học, tất cả trong tầm tay. -- Sổ đỏ hoa khôi, pháp lý rõ ràng, sẵn sàng để bạn vào ở ngay.-----------------------------------------Nhanh tay để sở hữu căn nhà lý tưởng này!Liên Hệ Mr.Thiện theo SĐT - Zalo dưới tin đăng để được tư vấn chi tiết( Xin phép Miễn Trung Gian)                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Cầu Giấy
Mua bán nhà đất Phường Trung Hoà",4.0,4.0,5.0
1917,1917,https://bds.com.vn/ban-toa-trung-cu-mi-ni-25-phong-doanh-thu-150-tr-thang-lo-goc-thang-may----day-du-pccc---khu-vuc-phu-do-my-dinh-0986354976-p625979.html,bán tòa trung cư mi ni 25 phòng doanh thu 150 tr /tháng-lô góc thang máy -  đầy đủ pccc - khu vực phú đô mỹ đình 0986354976,Unknown,Hà Nội,Unknown,Unknown,23600000000.0,116.0,10/08/2024,"nhà nằm mặt ngõ rất đông sinh viên thuê trọ -100m ra ô tô tránh -kinh doanh nhộn nhịp -chủ đang vận hành- với thiết kế 25 phòng khép kín-full nội thất-phòng nao cũng thoáng vói ánh sáng tự nhiên-sổ đỏ chinh chủ sẵn giao dịch                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Hà Đông
Mua bán nhà đất Quận Hà Đông",25.0,26.0,7.0
1918,1918,https://bds.com.vn/ban-nha-lien-ke-kdt-xa-la-sieu-dep--sieu-re-gia-chi-tren-10-ty-p625977.html,BÁN NHÀ LIỀN KỀ KĐT XA LA SIÊU ĐẸP # SIÊU RẺ GIÁ CHỈ TRÊN 10 TỶ,Unknown,Hà Nội,Unknown,Unknown,10500000000.0,80.0,10/08/2024,"- Nhà vị trí cực đẹp thông thoáng nở hậu 
- Diện tích 80m2 x 5 tầng, 3 ngủ , 4 vs trên thượng là phòng thờ và chỗ phơi
- Vị trí gần 8 trường mầm non, cấp 1 + 2 + 3 xa la quanh nhà hàng ăn uống, chợ, siêu thị tiện ích công năng đầy đủ
- Cách trục chính đường đôi cenco đường 70 1 phút đi bộ
- Pháp lý rõ ràng chính chủ sang tên luôn trong ngày
- A/C Quan tâm Liên hệ em 0981933298                                 
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Thị Xã Sơn Tây
Mua bán nhà đất Thị Xã Sơn Tây",3.0,4.0,5.0
1919,1919,https://bds.com.vn/can-ban-nhanh-3-can-shophouse-lien-ke-hd-mon-ham-nghi-gia-tot-nhat-thi-truong-p625967.html,"Cần bán nhanh 3 căn shophouse liền kề HD Mon, Hàm Nghi, giá tốt nhất thị trường",Unknown,Hà Nội,Unknown,Unknown,34000000000.0,96.0,10/08/2024,"Cần bán nhanh 3 căn shophouse liền kề HD Mon, Hàm Nghi, giá tốt nhất thị trường
Chuyển đổi mục đích sử dụng, gia chủ cần bán nhanh 3 căn liền kề dự án HD Mon, đường Hàm Nghi, quận Nam Từ Liêm, Hà Nội.
Vị trí đẹp, gần chung cư cao cấp, gần hồ, gần trường học…
Căn nhà diện tích 96m2, xây 6 tầng, hoàn thiện đẹp, giá 34 tỷ.
Căn nhà diện tích 130m2, xây 6 tầng, hoàn thiện, giá 45 tỷ, đang cho thuê 100 triệu/tháng.
Căn nhà mặt phố Hàm Nghi, diện tích 96m2, xây 6 tầng, đang cho thuê 80 triệu/tháng, giá bán 42 tỷ.
Các căn đều hoàn thiện đẹp, có thang máy, dòng tiền ổn định.
Chi tiết A/C liên hệ em : 0972321733                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Hà Đông
Mua bán nhà đất Quận Hà Đông",6.0,6.0,6.0
1926,1926,https://bds.com.vn/ban-nha-thuy-phuong--335-ty--30-m--mt-32-m-ngo-ba-gac-thong-cho-thuy-phuong-p518394.html,"BÁN NHÀ THỤY PHƯƠNG  ,3.35 tỷ , 30 m , MT 3.2 m, NGÕ BA GÁC THÔNG CHỢ THỤY PHƯƠNG",Unknown,Hà Nội,Unknown,Unknown,3300000000.0,30.0,02/08/2024,"BÁN NHÀ THỤY PHƯƠNG ,4,75 tỷ , 67 m , MT 5,7m, Ô TÔ ĐỖ CỬA
-Nhà mới xấy, kiên cố , chỉ việc ở
-Mặt tiền rộng 4,5m , căn góc 2 mặt tiền , ô tô đỗ cửa 
-Nhà mặt phố , sổ đỏ cất két , công chứng sang tên luôn 
-Chủ nhà đang rất  cần bán
-Gía 4,75 tỷ có thương lượng 
LH 0364828383                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Nam Từ Liêm
Mua bán nhà đất Quận Nam Từ Liêm",4.0,4.0,5.0
1927,1927,https://bds.com.vn/ban-gap-nha-shophouse-5t-nam-tu-liem-3-mat-thoang-p515481.html,"BÁN GẤP NHÀ SHOPHOUSE 5T NAM TỪ LIÊM, 3 MẶT THOÁNG",Unknown,Hà Nội,Unknown,Unknown,6000000000.0,50.0,01/08/2024,"BÁN GẤP NHÀ SHOPHOUSE 5T NAM TỪ LIÊM, 3 MẶT THOÁNG
 
Chính chủ bán gấp nhà Shophouse 5 tầng Nam Từ Liêm.- Cách bến xe Mỹ Đình chỉ 5km, đi bộ ra Vinhomes Smart City.- Nổi bật với 100m² sàn kinh doanh, có thể kết hợp vừa ở kinh doanh hoặc cho thuê.- Vị trí đẹp long lanh với 2 mặt thoáng, trước nhà ô tô tránh, sầm uất.Khu vực dân trí cao, gần chợ, trường học, UBND, chỉ 5 phút đi xe đến Vinhomes Smart City.- Đặc biệt phòng ngủ còn có bồn tắm cao cấp, thiết bị vệ sinh cao cấp.- Thiết kế: + tầng 1,2: kinh doanh.+ Tầng 3: Phòng ngủ master lớn.+ Tầng 4,5: 2 phòng ngủ.- Giá chỉ: 6 tỷ hoàn thiện đầy đủ.Liên hệ chị Đoan : 0364828383                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Hà Đông
Mua bán nhà đất Quận Hà Đông",5.0,4.0,5.0
1930,1930,https://bds.com.vn/ban-gap-thien-hien-my-dinh-ha-noi-p515480.html,"BÁN GẤP THIÊN HIỀN, MỸ ĐÌNH, HÀ NỘI",Unknown,Hà Nội,Unknown,Unknown,10000000000.0,40.0,01/08/2024,"BÁN GẤP THIÊN HIỀN, MỸ ĐÌNH, HÀ NỘI
 
+ Chính chủ bán nhà phân lô khu vực Thiên Hiền, Mỹ Đình, Hà Nội.+ Diện tích 40m², 4 phòng ngủ, 5 tầng.+ Ô tô đỗ cửa, vào nhà.+ Khu vực dân cư thân thiện, an toàn.+ Giao thông thuận tiện mọi lĩnh vực.+ Sổ đỏ chính chủ.+ Giá: 10 tỷ (có thương lượng).+ LH: Đoan 0364828383 (Miễn TG – MG)                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Hà Đông
Mua bán nhà đất Quận Hà Đông",4.0,5.0,5.0
1934,1934,https://bds.com.vn/chinh-chu-ban-nha-5t-an-duong-vuong- --quan-tay-ho-p522700.html,"CHÍNH CHỦ BÁN NHÀ 5T AN DƯƠNG VƯƠNG, 
  QUẬN TÂY HỒ,",nhà riêng,Hà Nội,Quận Tây Hồ,Phường Phú Thượng,4000000000.0,30.0,02/08/2024,"CHÍNH CHỦ BÁN nhà 5T AN DƯƠNG VƯƠNG, 
  QUẬN TÂY HỒ,   - Diện tích xây dựng: 30m² ,5T- Tầng 1: Phòng khách + bếp.- Tầng 2,3,4: Mỗi tầng 1 phòng ngủ + 1 vệ sinh.- Tầng 5: Phòng thờ + sân phơi.Nội thất:- Cầu thang gỗ lim. Sàn gạch nhập khẩu.-Cửa thông phòng gỗ lim Nam Phi, - Đá ốp cầu thang + mặt tiền đá hoa cương tự nhiên.
Sổ đỏ chính chủ, giá bán 4 tỷ
Liên hệ chị Đoan : 0364828383
                                 
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Tây Hồ
Mua bán nhà đất Phường Phú Thượng",3.0,5.0,5.0
1943,1943,https://bds.com.vn/ban-nha-quan-bac-tu-liem-mat-pho-thuy-phuong--o-to-do-cua--vi-tri-qua---------dep-–-thoang-view-ho-sen-----55m2--mt-52m-gia-565-ty-p524508.html,"BÁN NHÀ QUẬN BẮC TỪ LIÊM, MẶT PHỐ THỤY PHƯƠNG  Ô TÔ ĐỖ CỬA , VỊ TRÍ QUÁ         ĐẸP – THOÁNG VIEW HỒ SEN  :  55m2 , MT 5.2m, GIÁ 5.65 TỶ",Unknown,Hà Nội,Unknown,Unknown,5650000000.0,55.0,02/08/2024,"BÁN NHÀ QUẬN BẮC TỪ LIÊM, MẶT PHỐ THỤY PHƯƠNG  Ô TÔ ĐỖ CỬA , VỊ TRÍ QUÁ         ĐẸP – THOÁNG VIEW HỒ SEN  :  55m2 , MT 5.2m, GIÁ 5.65 TỶ
+Bán nhà dân xây phố Thụỵ Phương 
 +Nhà vị trí đẹp,ngõ rất rộng ô tô tránh                                
 +Thiết kế thông sàn ,để ở , hoặc kinh doanh                                  
 + Sổ đỏ đẹp, sẵn sàng giao dịch 
  + Chủ nhà đang rất cần bán -Gía 5.65 tỷ có thương lượng 
- Gọi ngay xem nhà  : 0364828383 : 24/24hC                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Nam Từ Liêm
Mua bán nhà đất Quận Nam Từ Liêm",2.0,2.0,2.0
1944,1944,https://bds.com.vn/ban-nha-168-nguyen-xien-cuc-vip---dien-tich-100m2--gia-43-ty-p625954.html,BÁN NHÀ 168 NGUYỄN XIỂN CỰC VIP - DIỆN TÍCH 100M2- GIÁ 43 TỶ,nhà mặt phố,Hà Nội,Quận Thanh Xuân,Phường Hạ Đình,43000000000.0,100.0,10/08/2024,"Thông tin nổi bật:Vị trí: 168 Nguyễn Xiển, Thanh Xuân, Hà NộiChủ nhà: Hai vợ chồng làm nhà nước, mong muốn chuyển chỗ tìm không gian sống mớiThiết kế: Nhà 9 tầng, thang máy xịn nhập khẩu, từ tầng 1 đến tầng 6 cho thuê, gia đình ở từ tầng 7 đến tầng 9Tiện ích: Gần trường học, chợ, ngõ thông ô bàn cờ; gần Ruby DeCharm 214 Nguyễn Xiển, thông ngõ 144, Triều Khúc Đặc biệt:Không gian sống lý tưởng: Đầy đủ tiện ích, an ninh tuyệt đối, hàng xóm trí thức, tình cảmVị trí vàng: Đường trước nhà rộng rãi, 3 ô tô tránh nhau thoải mái, ngõ thông ô bàn cờ Ưu điểm nổi bật:Thiết kế thông minh: Từ tầng 1 đến tầng 6 cho thuê, tầng 7 đến tầng 9 là không gian sống riêng tư cho gia đình, đảm bảo sự thoải mái và tiện nghiChủ nhà thân thiện: Hai vợ chồng làm nhà nước, mong muốn chuyển chỗ tìm không gian sống mới, sẵn sàng hỗ trợ người mua thiện chí KHÔNG GIAN SỐNG ĐẲNG CẤP - NGÔI NHÀ MƠ ƯỚC NGAY TRONG TẦM TAY! Đừng bỏ lỡ cơ hội vàng này! Hãy liên hệ ngay hôm nay để biết thêm chi tiết và xem nhà!Hotline: 0966 608 599 / 0964 244 498 (Vua thổ cư)Chuyên: Mua bán, ký gửi BĐS quận Thanh Xuân và các quận lân cậnCam kết: Không thu phí, không chênh giá                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Thanh Xuân
Mua bán nhà đất Phường Hạ Đình",4.0,4.0,5.0
1945,1945,https://bds.com.vn/ban-nha-ngo-381-nguyen-khang-cau-giay-ha-noi--o-to-tranh-o-to-vao-nha-kinh-doanh-cuc-dep-ngo-thong--0986354976-p625952.html,bán nhà ngõ 381 nguyễn khang cầu giấy hà nội -ô tô tránh-ô tô vào nhà-kinh doanh cực đẹp-ngõ thông -0986354976,nhà riêng,Hà Nội,Quận Cầu Giấy,Phường Dịch Vọng,12900000000.0,42.0,10/08/2024,"bán nhà mặt ngõ ô tô tránh -giao thông thuận tiện ngõ thông -kinh doanh sầm uất của khu vục cầu giấy -thông sang thành thái -tiện ích thì không phải bàn                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Cầu Giấy
Mua bán nhà đất Phường Dịch Vọng",6.0,6.0,6.0
1946,1946,https://bds.com.vn/-co-hoi-vang-chi-con-1-can-ban-sieu-pham-nha-dep-pho-dong-quan---cau-giay-32m2-6-tang--chi-nhinh-6-ty--p625951.html,"""CƠ HỘI VÀNG! Chỉ còn 1 căn bán siêu phẩm nhà đẹp phố Đông Quan - Cầu Giấy 32m2 6 tầng  chỉ NHỈNH 6 TY""",nhà riêng,Hà Nội,Quận Cầu Giấy,Phường Nghĩa Đô,6500000000.0,32.0,10/08/2024,"-Vị trí vàng, tiện ích hoàn hảo:
+Nằm ngay trên phố Đông Quan sầm uất, kết nối thuận tiện đến Hồ Tây, Vincom, Lotte chỉ trong 5 phút lái xe.
+Xung quanh là hệ thống trường học, bệnh viện 354, chợ Cống Vị... 
+Ngõ trước nhà rộng 2m, cách phố chỉ 30m
+Khu vực dân trí cao, an ninh tốt, hàng xóm thân thiện
-Thiết kế thông minh, sang trọng:
+Mỗi tầng một phòng, tận dụng tối đa không gian sống
+Nội thất cao cấp, hiện đại
-Sổ đỏ chính chủ, pháp lý minh bạch,sẵn sàng giao dịch
Hỗ trợ thủ tục vay vốn ngân hàng (nếu có nhu cầu).
-Giá cả:
+Chỉ từ nhỉnh 6 tỷ (có thương lượng)
-Liên hệ ngay:
""Nhanh tay liên hệ để trở thành chủ nhân của căn nhà mơ ước!""                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Cầu Giấy
Mua bán nhà đất Phường Nghĩa Đô",5.0,4.0,6.0
1947,1947,https://bds.com.vn/nha-phan-lo-lien-ke-gan-50m--4tang-gan-voi-ben-xe-nuoc-ngam-hoang-mai-nhinh-7-ty-p592975.html,"Nhà Phân lô liền kề, gần 50m- 4Tầng, gần với Bến xe nước Ngầm Hoàng mai, nhỉnh 7 tỷ",nhà riêng,Hà Nội,Quận Hoàng Mai,Phường Hoàng Liệt,7888000000.0,60.0,01/08/2024,"❌Pháp Vân - Hoàng Mai❌                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Hoàng Mai
Mua bán nhà đất Phường Hoàng Liệt",4.0,4.0,4.0
1948,1948,https://bds.com.vn/nha-dep-5-tang-pho-vu-trong-phung-;-mat-tien-67m;-gia-nhinh-5-ty-p625949.html,NHÀ ĐẸP 5 TẦNG PHỐ VŨ TRỌNG PHỤNG ; MẶT TIỀN 6.7m; GIÁ NHỈNH 5 TỶ,nhà riêng,Hà Nội,Quận Thanh Xuân,Phường Nhân Chính,5250000000.0,35.0,10/08/2024,"- Tầng 1: Sân để xe, phòng khách, bếp, wc.,- Tầng 2,3,4: Mỗi tầng 1 phòng ngủ, wc khép kín.,- Tầng 5: Phòng thờ, sân phơi.,- Full nội thất tặng lại, khách về ở luôn- SĐ Chính chủ,cất két- 100M ra phố lớn, bạt ngàn tiện ích☎️Liên hệ Vua Thổ Cư- 0966.608.599- 096 4244498    Chuyên mua bán ký gửi BĐS quận thanh xuân và các quận lân cận!    Tôi cam kết không thu phí ,không chênh giá!!                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Thanh Xuân
Mua bán nhà đất Phường Nhân Chính",4.0,4.0,5.0
1951,1951,https://bds.com.vn/nha-mat-pho-bui-thi-xuan-hai-ba-trung-52m2-chi-12-ty-p625948.html,"Nhà Mặt Phố Bùi Thị Xuân, Hai Bà Trưng 52m2, Chỉ 12 tỷ",nhà mặt phố,Hà Nội,Quận Hai Bà Trưng,Phường Bùi Thị Xuân,12000000000.0,52.0,10/08/2024,"Nhà Mặt Phố Bùi Thị Xuân, Hai Bà Trưng 52m2, Chỉ 12 tỷ

Diện tích: 52m²
Số tầng: 5
Mặt tiền: 4.4m
Giá: 12 tỷ sau hỗ trợ.
MẶT PHỐ KINH DOANH ĐỈNH - VỊ TRÍ ĐẸP - TRUNG TÂM PHỐ CỔ HAI BÀ TRƯNG

Vị trí: Gần ngã ba, tiện ích trung tâm, kinh doanh sầm uất.
Pháp lý: Sổ đẹp, sang tên nhanh. Chủ nhà có nhiều tài sản nên muốn bán bớt.
Liên hệ: Em Hoàng, 0976 351 078Motto: 'Uy Tín – Tận Tâm – Chính Trực'
Ngôi nhà nằm ở vị trí đắc địa, rất phù hợp cho kinh doanh và sinh sống. Với thiết kế tiện nghi và vị trí trung tâm, đây là lựa chọn lý tưởng cho những ai muốn đầu tư vào bất động sản tại khu vực sầm uất của Hà Nội.                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Hai Bà Trưng
Mua bán nhà đất Phường Bùi Thị Xuân",5.0,5.0,5.0
1954,1954,https://bds.com.vn/nha-dep-6-tang-khuong-trung;gan-pho;--ngo-3-gac-6-tang;-bat-ngan-tien-ich;-gia-nhinh-4-ty-p625946.html,NHÀ ĐẸP 6 TẦNG KHƯƠNG TRUNG;GẦN PHỐ;  NGÕ 3 GÁC 6 TẦNG; BẠT NGÀN TIỆN ÍCH; GIÁ NHỈNH 4 TỶ,nhà riêng,Hà Nội,Quận Thanh Xuân,Phường Khương Trung,4300000000.0,26.0,10/08/2024,"- Tầng 1: Sân để xe, wc.,- Tầng 2: 1 NGỦ + WC- Tầng 3: KHÁCH +BẾP- Tầng 4+5: pn+WC-Tầng 6: Sân phơi- Full nội thất tặng lại, khách về ở luôn- SĐ Chính chủ,cất két- 100M ra phố lớn, bạt ngàn tiện ích☎️Vua Thổ Cư- 0966.608.599 - 096 4244498                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Thanh Xuân
Mua bán nhà đất Phường Khương Trung",4.0,4.0,6.0
1955,1955,https://bds.com.vn/ban-gap-nha-phan-lo-duong-lang-5-tang-48m2-xay-chac-chan-giao-thong-thuan-tien-p625944.html,"Bán gấp nhà phân lô đường Láng, 5 tầng, 48m2, xây chắc chắn, giao thông thuận tiện",nhà riêng,Hà Nội,Quận Đống Đa,Phường Láng Thượng,12900000000.0,48.0,10/08/2024,"Bán gấp nhà phân lô đường Láng, 5 tầng, 48m2, xây chắc chắn, giao thông thuận tiện
Diện tích 46/48 m2 , mặt tiền 5.32 m, Nhà xây dựng 5 tầng KBT chắc chắn, trang trí nội thất hợp lý.
Gia Đình Đang ở Do công việc và Em cũng đang cần Bán để chuyển đổi mục đích sử dụng.
Nhà nằm trong khu vực dân trí cao an ninh tốt giao thông đi lại thuận tiện. 
SĐCC pháp lý chuẩn.
Giá bán 12.9 tỷ đồng có thương lượng.
Anh chị liên hệ em Hội: 0912567339                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Đống Đa
Mua bán nhà đất Phường Láng Thượng",5.0,4.0,5.0
1956,1956,https://bds.com.vn/pham-ngoc-thach---53m2-x-5t---o-to-do-cua---vao-nha---ngo-thong--2-thoang---gan-mat-pho---o-suong-p613276.html,PHẠM NGỌC THẠCH - 53M2 X 5T - Ô TÔ ĐỖ CỬA - VÀO NHÀ - NGÕ THÔNG -2 THOÁNG - GẦN MẶT PHỐ - Ở SƯỚNG,nhà mặt phố,Hà Nội,Quận Đống Đa,Phường Kim Liên,11700000000.0,53.0,10/08/2024,"Mô tả: 
DT53m2 x 5T
MT gần 4m
Giá Nhỉnh 11 tỷ-Vị trí :  đẹp, trước nhà có sân nhỏ-ô tô đỗ cửa, ngõ thông, sửa của ô tô có thể vào nhà.-Khu vực giao thông thuận tiện-Xung quanh bán kính 1km không thiếu gì, rất nhiều TTTM như Vincom, Big C , siêu thị mini. -Chợ dân sinh, trường học trạm xá xung quanh                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Đống Đa
Mua bán nhà đất Phường Kim Liên",4.0,4.0,5.0
1957,1957,https://bds.com.vn/mat-pho-vip-tam-khuong---dong-da---28m2-x-6t---no-hau---phan-lo---via-he---kinh-doanh-bat-chap---quy-hoach-on-dinh-p613269.html,MẶT PHỐ VÍP TAM KHƯƠNG - ĐỐNG ĐA - 28m2 x 6T - NỞ HẬU - PHÂN LÔ - VỈA HÈ - KINH DOANH BẤT CHẤP - QUY HOẠCH ỔN ĐỊNH,nhà mặt phố,Hà Nội,Quận Đống Đa,Phường Khương Thượng,10600000000.0,28.0,10/08/2024,"MẶT PHỐ VÍP TAM KHƯƠNG - ĐỐNG ĐA - 28m2 x 6T - NỞ HẬU - PHÂN LÔ - VỈA HÈ - KINH DOANH BẤT CHẤP - QUY HOẠCH ỔN ĐỊNH LH: diện tích 28m2 x 6tMT 3m3Giá Nhỉnh 10 tỷ - Mặt phố Víp Tam Khương, Đống Đa, phân lô vỉa hè- Kinh doanh bất chấp các loại hình, dòng tiền siêu đẹp, chủ cho thuê gần 30tr/tháng- chủ nhà nhiều tài sản bán bớt chia cho các con.- sổ đỏ chính chủ cất két sẵn sàng giao dịch
Liên hệ  ; 0879384444                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Đống Đa
Mua bán nhà đất Phường Khương Thượng",3.0,4.0,6.0
1958,1958,https://bds.com.vn/dang-van-ngu---tt-dong-da-40m2-x-5t---mat-pho---o-to-tranh---kd-sieu-loi-nhuan---dong-tien-32trthg-p613277.html,ĐẶNG VĂN NGỮ - TT. ĐỐNG ĐA 40M2 X 5T - MẶT PHỐ - Ô TÔ TRÁNH - KD SIÊU LỢI NHUẬN - DÒNG TIỀN 32TR/THG,nhà mặt phố,Hà Nội,Quận Đống Đa,Phường Nam Đồng,12500000000.0,40.0,10/08/2024,"-- Vị trí: Nhà mặp phố kinh doanh siêu lợi nhuậnÔ tô tránh, thoáng trước sau, trung tâm Đống Đa, khu dân trí cao, an sinh tốt, giao thông thuận tiện ..., gần hồ Đắc Di.,Khu vực an sinh đỉnh chợ , trường, trạm không thiếu gì-- Thiết kế: + Nhà xây 5 tầng khung cột chắc chắn, 2 mặt thoáng,* Tầng 1: Kinh doanh, bếp, Wc* Tầng 2,3,4: Mỗi tầng 2 phòng, Wc* Tầng 5: Phòng thờ, sân phơi+ Sổ đỏ: Chính chủ, vuông vức ( Đang nhờ NH giữ hộ)+ Nhà hiện đang cho thuê dòng tiền 32tr/tháng                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Đống Đa
Mua bán nhà đất Phường Nam Đồng",6.0,4.0,5.0
